ExpositionAreaName,ExpositionSectionName,Name,ObjectNumber,RoomNumber,AvailableForVisitors,LocationTypeCode,Note,District,Workplace,Department
Darwinův kráter,Darwinův kráter,austrálie buš     ,,,1,, papoušek vlnkovaný,Austrálie,Bažantnice,Chov 1
Darwinův kráter,Darwinův kráter,austrálie buš     ,,,1,, holub wonga,Austrálie,Bažantnice,Chov 1
Darwinův kráter,Darwinův kráter,austrálie buš     ,,,1,, holub bronzovokřídlý,Austrálie,Bažantnice,Chov 1
Darwinův kráter,Darwinův kráter,austrálie buš     ,,,1,, kakadu havraní,Austrálie,Bažantnice,Chov 1
Darwinův kráter,Darwinův kráter,austrálie mokřad  ,,,1,, ibis slámokrký,Austrálie,Bažantnice,Chov 1
Darwinův kráter,Darwinův kráter,austrálie mokřad  ,,,1,, kormorán černobílý,Austrálie,Bažantnice,Chov 1
Darwinův kráter,Darwinův kráter,austrálie mokřad  ,,,1,, kvakoš rezavý,Austrálie,Bažantnice,Chov 1
Darwinův kráter,Darwinův kráter,austrálie mokřad  ,,,1,, polák hnědavý,Austrálie,Bažantnice,Chov 1
Darwinův kráter,Darwinův kráter,austrálie mokřad  ,,,1,, husice australská,Austrálie,Bažantnice,Chov 1
Darwinův kráter,Darwinův kráter,výběh wombat      ,,,1,, *(žádný druh nezapsán)*,Austrálie,Bažantnice,Chov 1
Dvojzoborožci,Ptáci jihovýchodní Asie,P5a          ,,,1,, dvojzoborožec nosorožčí,Zoborožci,Bažantnice,Chov 1
Dvojzoborožci,Ptáci jihovýchodní Asie,P5b          ,,,1,, loskuták posvátný,Zoborožci,Bažantnice,Chov 1
Dvojzoborožci,Ptáci jihovýchodní Asie,P5b          ,,,1,, kagu chocholatý,Zoborožci,Bažantnice,Chov 1
Dvojzoborožci,Ptáci jihovýchodní Asie,P5c          ,,,1,, dvojzoborožec indický,Zoborožci,Bažantnice,Chov 1
Dvojzoborožci,Ptáci jihovýchodní Asie,P5d          ,,,1,, ibis madagaskarský,Zoborožci,Bažantnice,Chov 1
Dvojzoborožci,Ptáci jihovýchodní Asie,P5d          ,,,1,, holub růžový,Zoborožci,Bažantnice,Chov 1
Dvojzoborožci,Ptáci jihovýchodní Asie,výběh        ,,,1,, husa kuří,Zoborožci,Bažantnice,Chov 1
Dvojzoborožci,Ptáci jihovýchodní Asie,E1           ,,,1,, dvojzoborožec hnědavý,Nová Bažantnice,Bažantnice,Chov 1
Indonéská džungle,chovné zázemí ptáků (Indonéská džungle),Expozice navolno   ,,,0,, bulbul červenouchý  ,Indonesie,Bažantnice,Chov 1
Indonéská džungle,chovné zázemí ptáků (Indonéská džungle),Přípravna          ,,,0,, lori balijský  ,Indonesie,Bažantnice,Chov 1
Indonéská džungle,chovné zázemí ptáků (Indonéská džungle),Přípravna          ,,,0,, loriček zlatouchý  ,Indonesie,Bažantnice,Chov 1
Indonéská džungle,chovné zázemí ptáků (Indonéská džungle),uměl. odchov        ,,,0,, lori sumbavský + l. vlnkovaný  ,Indonesie,Bažantnice,Chov 1
Indonéská džungle,chovné zázemí ptáků (Indonéská džungle),M1                 ,,,0,, lori sumbavský + l. vlnkovaný  ,Indonesie,Bažantnice,Chov 1
Indonéská džungle,chovné zázemí ptáků (Indonéská džungle),M2                 ,,,0,, lori balijský  ,Indonesie,Bažantnice,Chov 1
Indonéská džungle,chovné zázemí ptáků (Indonéská džungle),IK1                ,,,0,, lori balijský  ,Indonesie,Bažantnice,Chov 1
Indonéská džungle,chovné zázemí ptáků (Indonéská džungle),IK2                ,,,0,, loriček oranžovoprsý  ,Indonesie,Bažantnice,Chov 1
Indonéská džungle,chovné zázemí ptáků (Indonéská džungle),IK3                ,,,0,, charmozin Stellin  ,Indonesie,Bažantnice,Chov 1
Indonéská džungle,chovné zázemí ptáků (Indonéská džungle),IK4                ,,,0,, loriček zlatouchý  ,Indonesie,Bažantnice,Chov 1
Indonéská džungle,chovné zázemí ptáků (Indonéská džungle),IK5                ,,,0,, loriček rudobradý  ,Indonesie,Bažantnice,Chov 1
Indonéská džungle,chovné zázemí ptáků (Indonéská džungle),IK5                ,,,0,, loriček rudobradý  ,Indonesie,Bažantnice,Chov 1
Indonéská džungle,chovné zázemí ptáků (Indonéská džungle),IV1                ,,,0,, *(prázdné)*  ,Indonesie,Bažantnice,Chov 1
Indonéská džungle,chovné zázemí ptáků (Indonéská džungle),JV2                ,,,0,, loriček rudobradý  ,Indonesie,Bažantnice,Chov 1
Indonéská džungle,chovné zázemí ptáků (Indonéská džungle),IK6                ,,,0,, lori vlnkovaný  ,Indonesie,Bažantnice,Chov 1
Indonéská džungle,chovné zázemí ptáků (Indonéská džungle),IK7                ,,,0,, lori vlnkovaný  ,Indonesie,Bažantnice,Chov 1
Indonéská džungle,chovné zázemí ptáků (Indonéská džungle),IK8                ,,,0,, loriček zlatouchý  ,Indonesie,Bažantnice,Chov 1
Indonéská džungle,chovné zázemí ptáků (Indonéská džungle),IK9                ,,,0,, loriček rudobradý  ,Indonesie,Bažantnice,Chov 1
Indonéská džungle,chovné zázemí ptáků (Indonéská džungle),IK10               ,,,0,, loriček oranžovoprsý  ,Indonesie,Bažantnice,Chov 1
Papouščí stezka,Papouščí stezka,LEP1 a   ,,,1,, lori černohlavý  ,Loriové,Bažantnice,Chov 1
Papouščí stezka,Papouščí stezka,LEP1 b   ,,,1,, loríček oranžovoprsý  ,Loriové,Bažantnice,Chov 1
Papouščí stezka,Papouščí stezka,LEP2 a   ,,,1,, lori olivový  ,Loriové,Bažantnice,Chov 1
Papouščí stezka,Papouščí stezka,LEP2 b   ,,,1,, loriček červenohlavý  ,Loriové,Bažantnice,Chov 1
Papouščí stezka,Papouščí stezka,LEP3 a   ,,,1,, loriček rudobradý  ,Loriové,Bažantnice,Chov 1
Papouščí stezka,Papouščí stezka,LEP3 b   ,,,1,, loriček zlatouchý  ,Loriové,Bažantnice,Chov 1
Papouščí stezka,Papouščí stezka,LEP3 b   ,,,1,, charmozin Stellin  ,Loriové,Bažantnice,Chov 1
Papouščí stezka,Papouščí stezka,LEP4 a   ,,,1,, lori balijský  ,Loriové,Bažantnice,Chov 1
Papouščí stezka,Papouščí stezka,LEP4 b   ,,,1,, lori vlnkovaný  ,Loriové,Bažantnice,Chov 1
Papouščí stezka,Papouščí stezka,LEP5     ,,,1,, lori žlutokrčný  ,Loriové,Bažantnice,Chov 1
Papouščí stezka,Papouščí stezka,LEP5     ,,,1,, lori horský  ,Loriové,Bažantnice,Chov 1
Papouščí stezka,Papouščí stezka,LEP5     ,,,1,, papoušek nádherný  ,Loriové,Bažantnice,Chov 1
Papouščí stezka,Papouščí stezka,LEP5     ,,,1,, holub chocholatý  ,Loriové,Bažantnice,Chov 1
Papouščí stezka,Papouščí stezka,Box1     ,,,0,, lori žlutokrčný ?? ,Loriové,Bažantnice,Chov 1
Papouščí stezka,Papouščí stezka,Box2     ,,,0,, *(prázdné)*,Loriové,Bažantnice,Chov 1
Ptáci jihovýchodní Asie,Bažantnice,H2 vně       ,,,0,, bažant Edwardsův,Hvězda,Bažantnice,Chov 1
Ptáci jihovýchodní Asie,Bažantnice,H3 vni       ,,,0,, sova indická,Hvězda,Bažantnice,Chov 1
Ptáci jihovýchodní Asie,Bažantnice,H3 vně       ,,,0,, satyr Cabotův,Hvězda,Bažantnice,Chov 1
Ptáci jihovýchodní Asie,Bažantnice,H4 vně       ,,,0,, sojkovec rezavouchý,Hvězda,Bažantnice,Chov 1
Ptáci jihovýchodní Asie,Bažantnice,H4 vně       ,,,0,, bažant Edwardsův,Hvězda,Bažantnice,Chov 1
Ptáci jihovýchodní Asie,Bažantnice,H5 vni       ,,,0,, drozd černoprsý,Hvězda,Bažantnice,Chov 1
Ptáci jihovýchodní Asie,Bažantnice,H5 vně       ,,,0,, bažant Edwardsův,Hvězda,Bažantnice,Chov 1
Ptáci jihovýchodní Asie,Bažantnice,H7 vni       ,,,0,, zoborožec rýhozobý,Hvězda,Bažantnice,Chov 1
Ptáci jihovýchodní Asie,Bažantnice,P1b          ,,,1,, bažant Edwardsův,Nová Bažantnice,Bažantnice,Chov 1
Ptáci jihovýchodní Asie,Bažantnice,P1b          ,,,1,, drozd černoprsý,Nová Bažantnice,Bažantnice,Chov 1
Ptáci jihovýchodní Asie,Bažantnice,P1b          ,,,1,, sojkovec šedohnědý,Nová Bažantnice,Bažantnice,Chov 1
Ptáci jihovýchodní Asie,Bažantnice,P1a vně       ,,,1,, sojkovec chocholatý,Nová Bažantnice,Bažantnice,Chov 1
Ptáci jihovýchodní Asie,Bažantnice,P1a vni       ,,,1,, bažant vietnamský,Nová Bažantnice,Bažantnice,Chov 1
Ptáci jihovýchodní Asie,Bažantnice,E2           ,,,1,, holub bělolící,Nová Bažantnice,Bažantnice,Chov 1
Ptáci jihovýchodní Asie,Bažantnice,E2           ,,,1,, zoborožec luzonský,Nová Bažantnice,Bažantnice,Chov 1
Ptáci jihovýchodní Asie,Bažantnice,E2           ,,,1,, bažant palawanský,Nová Bažantnice,Bažantnice,Chov 1
Ptáci jihovýchodní Asie,Bažantnice,E3           ,,,1,, výreček filipínský,Nová Bažantnice,Bažantnice,Chov 1
Ptáci jihovýchodní Asie,Bažantnice,E4           ,,,1,, zoborožec rýhozobý,Nová Bažantnice,Bažantnice,Chov 1
Ptáci jihovýchodní Asie,Bažantnice,E4           ,,,1,, perlička supí,Nová Bažantnice,Bažantnice,Chov 1
Ptáci jihovýchodní Asie,Bažantnice,E5           ,,,1,, zoborožec běloocasý,Nová Bažantnice,Bažantnice,Chov 1
Ptáci jihovýchodní Asie,Bažantnice,E6           ,,,1,, sojkovec dvoubarvý,Nová Bažantnice,Bažantnice,Chov 1
Ptáci jihovýchodní Asie,Bažantnice,E6           ,,,1,, bažant bronzový,Nová Bažantnice,Bažantnice,Chov 1
Ptáci jihovýchodní Asie,Bažantnice,E7           ,,,1,, špaček holohlavý,Nová Bažantnice,Bažantnice,Chov 1
Ptáci jihovýchodní Asie,Bažantnice,E8           ,,,1,, lori sumbavský,Nová Bažantnice,Bažantnice,Chov 1
Ptáci jihovýchodní Asie,Bažantnice,E8           ,,,1,, holub růžovotemenný,Nová Bažantnice,Bažantnice,Chov 1
Ptáci jihovýchodní Asie,Bažantnice,E8           ,,,1,, bažant malajský,Nová Bažantnice,Bažantnice,Chov 1
Ptáci jihovýchodní Asie,Bažantnice,E9           ,,,1,, kraska javská,Nová Bažantnice,Bažantnice,Chov 1
Ptáci jihovýchodní Asie,Bažantnice,E10          ,,,1,, holub bronzový,Nová Bažantnice,Bažantnice,Chov 1
Ptáci jihovýchodní Asie,Bažantnice,E10          ,,,1,, majna Rothschildova,Nová Bažantnice,Bažantnice,Chov 1
Ptáci jihovýchodní Asie,Bažantnice,E10          ,,,1,, bažant salvadoriho,Nová Bažantnice,Bažantnice,Chov 1
Ptáci jihovýchodní Asie,Bažantnice,klec         ,,,0,, holub růžový,Nová Bažantnice,Bažantnice,Chov 1
Ptáci jihovýchodní Asie,Bažantnice,klec,,,0,,,Nová Bažantnice,Bažantnice,Chov 1
Ptáci jihovýchodní Asie,Bažantnice,Z1           ,,,0,, špaček čínský  ,Nová Bažantnice,Bažantnice,Chov 1
Ptáci jihovýchodní Asie,Bažantnice,Z1           ,,,0,, hrdlička čínská  ,Nová Bažantnice,Bažantnice,Chov 1
Ptáci jihovýchodní Asie,Bažantnice,Z1           ,,,0,, majna chocholatá  ,Nová Bažantnice,Bažantnice,Chov 1
Ptáci jihovýchodní Asie,Bažantnice,Z1           ,,,0,, bažant Edwardsův,Nová Bažantnice,Bažantnice,Chov 1
Ptáci jihovýchodní Asie,Bažantnice,Z1           ,,,0,, holub bronzovokřídlý  ,Nová Bažantnice,Bažantnice,Chov 1
Ptáci jihovýchodní Asie,Bažantnice,Z2 vně       ,,,0,, bažant Edwardsův,Nová Bažantnice,Bažantnice,Chov 1
Ptáci jihovýchodní Asie,Bažantnice,Z3           ,,,0,, holub růžový  ,Nová Bažantnice,Bažantnice,Chov 1
Ptáci jihovýchodní Asie,Bažantnice,Z4           ,,,0,, holub růžový  ,Nová Bažantnice,Bažantnice,Chov 1
Ptáci jihovýchodní Asie,Bažantnice,Z5           ,,,0,, zoborožec luzonský  ,Nová Bažantnice,Bažantnice,Chov 1
Ptáci jihovýchodní Asie,Bažantnice,Z6           ,,,0,, sojkovec šedohnědý  ,Nová Bažantnice,Bažantnice,Chov 1
Ptáci jihovýchodní Asie,Bažantnice,Z6           ,,,0,, bažant malajský  ,Nová Bažantnice,Bažantnice,Chov 1
Ptáci jihovýchodní Asie,Bažantnice,Z7           ,,,0,, holub růžovotemenný  ,Nová Bažantnice,Bažantnice,Chov 1
Ptáci jihovýchodní Asie,Bažantnice,Z7           ,,,0,, vlhovec oranžovohlavý  ,Nová Bažantnice,Bažantnice,Chov 1
Ptáci jihovýchodní Asie,Bažantnice,Z7           ,,,0,, loskuták posvátný  ,Nová Bažantnice,Bažantnice,Chov 1
Ptáci jihovýchodní Asie,Bažantnice,Z8           ,,,0,, sova indická  ,Nová Bažantnice,Bažantnice,Chov 1
Ptáci jihovýchodní Asie,Bažantnice,Z9           ,,,0,, zoborožec indický  ,Nová Bažantnice,Bažantnice,Chov 1
Ptáci jihovýchodní Asie,Bažantnice,Z10          ,,,0,, ketupa malajská  ,Nová Bažantnice,Bažantnice,Chov 1
Ptáci jihovýchodní Asie,Bažantnice,klec ch1     ,,,0,, hrdlička chechtavá  ,Nová Bažantnice,Bažantnice,Chov 1
Ptáci jihovýchodní Asie,Bažantnice,klec ch1     ,,,0,, holub růžový  ,Nová Bažantnice,Bažantnice,Chov 1
Ptáci jihovýchodní Asie,Bažantnice,klec ch2     ,,,0,, hrdlička chechtavá  ,Nová Bažantnice,Bažantnice,Chov 1
Ptáci jihovýchodní Asie,Bažantnice,klec ch3     ,,,0,, hrdlička chechtavá  ,Nová Bažantnice,Bažantnice,Chov 1
Ptáci jihovýchodní Asie,Bažantnice,klec ch4     ,,,0,, hrdlička chechtavá,Nová Bažantnice,Bažantnice,Chov 1
Rákosův pavilon,Rákosův pavilon,Nový Zéland             ,,,1,, nestor kea  ,Rákosův pavilon,Bažantnice,Chov 1
Rákosův pavilon,Rákosův pavilon,Filipíny               ,,,1,, mada modrotemenný  ,Rákosův pavilon,Bažantnice,Chov 1
Rákosův pavilon,Rákosův pavilon,Filipíny               ,,,1,, špaček holohlavý  ,Rákosův pavilon,Bažantnice,Chov 1
Rákosův pavilon,Rákosův pavilon,Filipíny               ,,,1,, holub černobradý  ,Rákosův pavilon,Bažantnice,Chov 1
Rákosův pavilon,Rákosův pavilon,Filipíny               ,,,1,, holub podkovní  ,Rákosův pavilon,Bažantnice,Chov 1
Rákosův pavilon,Rákosův pavilon,Filipíny zázemí        ,,,1,, holub černobradý  ,Rákosův pavilon,Bažantnice,Chov 1
Rákosův pavilon,Rákosův pavilon,Asie                   ,,,1,, holub zlatoprsý  ,Rákosův pavilon,Bažantnice,Chov 1
Rákosův pavilon,Rákosův pavilon,Asie                   ,,,1,, rajka volavá  ,Rákosův pavilon,Bažantnice,Chov 1
Rákosův pavilon,Rákosův pavilon,Asie                   ,,,1,, rajka královská  ,Rákosův pavilon,Bažantnice,Chov 1
Rákosův pavilon,Rákosův pavilon,Asie                   ,,,1,, tricha orlí  ,Rákosův pavilon,Bažantnice,Chov 1
Rákosův pavilon,Rákosův pavilon,Papua–Nová Guinea      ,,,1,, kakadu palmový  ,Rákosův pavilon,Bažantnice,Chov 1
Rákosův pavilon,Rákosův pavilon,Papua–Nová Guinea      ,,,1,, korunáč šedomodrý  ,Rákosův pavilon,Bažantnice,Chov 1
Rákosův pavilon,Rákosův pavilon,Papua–Nová Guinea      ,,,1,, holub černobronzový  ,Rákosův pavilon,Bažantnice,Chov 1
Rákosův pavilon,Rákosův pavilon,Papua–Nová Guinea      ,,,1,, kystráček indonéský  ,Rákosův pavilon,Bažantnice,Chov 1
Rákosův pavilon,Rákosův pavilon,Papua–Nová Guinea      ,,,1,, loriček zlatouchý  ,Rákosův pavilon,Bažantnice,Chov 1
Rákosův pavilon,Rákosův pavilon,Papua–Nová Guinea      ,,,1,, čírka bělohrdlá  ,Rákosův pavilon,Bažantnice,Chov 1
Rákosův pavilon,Rákosův pavilon,Papua–Nová Guinea      ,,,1,, holub horský  ,Rákosův pavilon,Bažantnice,Chov 1
Rákosův pavilon,Rákosův pavilon,Papua–Nová Guinea      ,,,1,, holub papouščí  ,Rákosův pavilon,Bažantnice,Chov 1
Rákosův pavilon,Rákosův pavilon,Papua–Nová Guinea      ,,,1,, holub nikobarský  ,Rákosův pavilon,Bažantnice,Chov 1
Rákosův pavilon,Rákosův pavilon,Papua–Nová Guinea      ,,,1,, holub nádherný  ,Rákosův pavilon,Bažantnice,Chov 1
Rákosův pavilon,Rákosův pavilon,Jamajka                ,,,1,, amazoňan jamajský  ,Rákosův pavilon,Bažantnice,Chov 1
Rákosův pavilon,Rákosův pavilon,Jamajka                ,,,1,, holub pestrý  ,Rákosův pavilon,Bažantnice,Chov 1
Rákosův pavilon,Rákosův pavilon,Jamajka                ,,,1,, holub šedobřichý  ,Rákosův pavilon,Bažantnice,Chov 1
Rákosův pavilon,Rákosův pavilon,Jamajka                ,,,1,, ostnák jihoamerický  ,Rákosův pavilon,Bažantnice,Chov 1
Rákosův pavilon,Rákosův pavilon,Jamajka                ,,,1,, ostralka bělolící  ,Rákosův pavilon,Bažantnice,Chov 1
Rákosův pavilon,Rákosův pavilon,Pantanal               ,,,1,, ara hyacintový  ,Rákosův pavilon,Bažantnice,Chov 1
Rákosův pavilon,Rákosův pavilon,Pantanal               ,,,1,, vlhovec červenohlavý  ,Rákosův pavilon,Bažantnice,Chov 1
Rákosův pavilon,Rákosův pavilon,Pantanal               ,,,1,, ostnák jihoamerický  ,Rákosův pavilon,Bažantnice,Chov 1
Rákosův pavilon,Rákosův pavilon,Pantanal               ,,,1,, tinama tataupa  ,Rákosův pavilon,Bažantnice,Chov 1
Rákosův pavilon,Rákosův pavilon,Caatinga               ,,,1,, ara Learův  ,Rákosův pavilon,Bažantnice,Chov 1
Rákosův pavilon,Rákosův pavilon,Caatinga               ,,,1,, kardinál dominikánský  ,Rákosův pavilon,Bažantnice,Chov 1
Rákosův pavilon,Rákosův pavilon,Patagonie              ,,,1,, papoušek patagonský  ,Rákosův pavilon,Bažantnice,Chov 1
Rákosův pavilon,Rákosův pavilon,Patagonie              ,,,1,, aratinga andský  ,Rákosův pavilon,Bažantnice,Chov 1
Rákosův pavilon,Rákosův pavilon,Patagonie              ,,,1,, papoušek mniší  ,Rákosův pavilon,Bažantnice,Chov 1
Rákosův pavilon,Rákosův pavilon,Patagonie              ,,,1,, kogna jižní  ,Rákosův pavilon,Bažantnice,Chov 1
Rákosův pavilon,Rákosův pavilon,Jandovy voliéry (JVa)  ,,,1,, kogna dlouhozobý  ,Rákosův pavilon,Bažantnice,Chov 1
Severský les,chovné zázemí ptáků (Severský les),S1        ,,,0,, včelojed lesní  ,sovy,Bažantnice,Chov 1
Severský les,chovné zázemí ptáků (Severský les),S2        ,,,0,, puštík bělavý středoevropský,sovy,Bažantnice,Chov 1
Severský les,chovné zázemí ptáků (Severský les),S3        ,,,0,, sova pálená,sovy,Bažantnice,Chov 1
Severský les,chovné zázemí ptáků (Severský les),S4        ,,,0,, puštík bělavý středoevropský,sovy,Bažantnice,Chov 1
Severský les,chovné zázemí ptáků (Severský les),S5        ,,,0,, *(prázdné)*,sovy,Bažantnice,Chov 1
Velká voliéra,Skalní masiv - Velká voliéra,velká voliéra     ,,,1,, sup hnědý,Velká voliéra,Bažantnice,Chov 1
Velká voliéra,Skalní masiv - Velká voliéra,velká voliéra     ,,,1,, orel nejmenší,Velká voliéra,Bažantnice,Chov 1
Velká voliéra,Skalní masiv - Velká voliéra,velká voliéra     ,,,1,, luňák červený,Velká voliéra,Bažantnice,Chov 1
Velká voliéra,Skalní masiv - Velká voliéra,velká voliéra     ,,,1,, čáp černý,Velká voliéra,Bažantnice,Chov 1
Velká voliéra,Skalní masiv - Velká voliéra,velká voliéra     ,,,1,, sup mrchožravý,Velká voliéra,Bažantnice,Chov 1
Lachtani,Lachtani,1,,,1,, lachtan jihoafrický  ,Lachtani,Lachtani,Chov 1
Tučňáci,Pavilon tučňáků,1,,,1,, tučňák Humboldtův  ,Tučňáci,Lachtani,Chov 1
Tučňáci,Pavilon tučňáků,2,,,1,, kachyně parníková  ,Tučňáci,Lachtani,Chov 1
Tučňáci,Pavilon tučňáků,Odstavák,,,0,, ,Tučňáci,Lachtani,Chov 1
Orlosupi,Skalní masiv (orlosupi),orlosupi1   ,,,1,, orlosup bradatý  ,PVP,Sečuán,Chov 1
Orlosupi,Skalní masiv (orlosupi),orlosupi2,,,1,, sup mrchožravý ginginianus  ,PVP,Sečuán,Chov 1
Pavilon šelem a plazů,Pavilon šelem a plazů,atrium     ,,,1,, hýl mexický  ,Sečuán,Sečuán,Chov 1
Pavilon šelem a plazů,Pavilon šelem a plazů,atrium     ,,,1,, holoubek skořicový  ,Sečuán,Sečuán,Chov 1
Pavilon šelem a plazů,Pavilon šelem a plazů,atrium     ,,,1,, kubánka malá  ,Sečuán,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,"E1,2     ",,,1,, ibis rudý  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,"E1,2     ",,,1,, morčák paranský  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,"E1,2     ",,,1,, hoko červenolaločnatý  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,"E1,2     ",,,1,, vlhovec chocholatý  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,"E1,2     ",,,1,, vlhovec chocholatý  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,"E3,4,5   ",,,1,, ibis bělolící  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,"E3,4,5   ",,,1,, ibis bílý  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,"E3,4,5   ",,,1,, kachnička šedoboká  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,"E3,4,5   ",,,1,, ibis šedokřídlý  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,"E3,4,5   ",,,1,, kolpík růžový  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,"E3,4,5   ",,,1,, ostralka bělolící  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,"E3,4,5   ",,,1,, čejka jihoamerická  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,"E3,4,5   ",,,1,, guan Grayův  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,"E3,4,5   ",,,1,, volavka proměnlivá  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,"E3,4,5   ",,,1,, kukačka guira  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,"E3,4,5   ",,,1,, kamíš růžkatý  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,"E3,4,5   ",,,1,, volavčík člunozobý  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,"E3,4,5   ",,,1,, husička stromová  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,"E3,4,5   ",,,1,, pižmovka hřebenatá  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,"E3,4,5   ",,,1,, hohol bělohlavý  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,"E6,7,8   ",,,1,, ibis modrooký  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,"E6,7,8   ",,,1,, zejozob africký  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,"E6,7,8   ",,,1,, čírka modrá  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,"E6,7,8   ",,,1,, slípka modrá  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,"E6,7,8   ",,,1,, čejka běločelá  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,"E6,7,8   ",,,1,, kolpík africký  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,"E6,7,8   ",,,1,, špaček rudokřídlý  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,"E6,7,8   ",,,1,, čírka hottentotská  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,"E6,7,8   ",,,1,, kladivouš africký  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,"E6,7,8   ",,,1,, volavka vlasatá  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,"E6,7,8   ",,,1,, ibis hagedaš  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,"E9,10    ",,,1,, ibis hnědý  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,"E9,10    ",,,1,, čírka obecná  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,"E9,10    ",,,1,, lžičák pestrý  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,"E9,10    ",,,1,, bukáček malý  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,"E9,10    ",,,1,, špaček růžový  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,"E9,10    ",,,1,, pisila čáponohá  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,"E9,10    ",,,1,, jespák bojovný  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,"E9,10    ",,,1,, ústřičník velký  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,"E9,10    ",,,1,, tenkozobec opačný  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,"E9,10    ",,,1,, dytík úhorní  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,"E9,10    ",,,1,, čejka chocholatá  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,Z1         ,,,0,, morčák paranský  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,Z1         ,,,0,, kukačka guira  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,Z2         ,,,0,, zoborožec nosorohý  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,Z3         ,,,0,, ibis šedokřídlý  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,Z3         ,,,0,, pižmovka konžská  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,Z4         ,,,0,, morčák paranský  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,Z5         ,,,0,, čejka jihoamerická  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,Z5         ,,,0,, pižmovka konžská  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,Z5         ,,,0,, špaček rudokřídlý  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,Z5         ,,,0,, kukačka guira  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,Z5         ,,,0,, volavčík člunozobý  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,Z5         ,,,0,, dytík úhorní  ,PVP,Sečuán,Chov 1
